phi,intensity_dB
180.0,-22.277759197324404
179.49999999999994,-22.31458193979932
179.00000000000006,-22.425050167224065
178.5,-22.461872909698982
178.0,-22.60916387959865
177.5,-22.60916387959865
176.99999999999994,-22.756454849498315
176.50000000000006,-22.903745819397983
176.0,-23.051036789297648
175.5,-23.16150501672239
175.0,-23.345618729096977
174.5,-23.41926421404681
174.00000000000006,-23.64020066889631
173.5,-23.787491638795977
173.0,-23.86113712374581
172.5,-24.082073578595303
171.50000000000006,-24.303010033444803
171.0,-24.229364548494967
170.5,-24.303010033444803
170.0,-24.376655518394635
169.5,-24.413478260869553
168.99999999999994,-24.450301003344467
168.5,-24.450301003344467
168.0,-24.450301003344467
167.5,-24.303010033444803
167.0,-24.26618729096989
166.49999999999994,-24.04525083612039
166.00000000000006,-23.971605351170552
165.5,-23.897959866220724
165.0,-23.713846153846134
164.5,-23.492909698996645
163.50000000000006,-23.08785953177256
162.5,-22.53551839464882
162.0,-22.24093645484949
161.5,-21.909531772575235
161.00000000000006,-21.54130434782607
160.5,-21.357190635451495
159.5,-20.841672240802662
159.0,-20.657558528428083
157.5,-20.068394648829425
157.0,-20.0315719063545
156.5,-19.95792642140467
155.99999999999994,-19.95792642140467
155.5,-19.95792642140467
155.0,-19.921103678929754
154.5,-19.921103678929754
154.0,-19.921103678929754
153.49999999999994,-19.95792642140467
153.00000000000006,-19.95792642140467
152.5,-19.95792642140467
152.0,-20.068394648829425
151.5,-20.215685618729086
150.99999999999994,-20.36297658862875
150.50000000000006,-20.58391304347825
150.0,-20.915317725752494
149.5,-21.09943143812708
148.5,-21.725418060200656
147.5,-22.425050167224065
147.0,-23.051036789297648
146.5,-23.308795986622066
146.0,-23.75066889632106
145.0,-24.78170568561872
144.0,-25.812742474916373
143.5,-26.88060200668895
142.99999999999994,-27.727525083612026
142.5,-28.206220735785937
142.0,-28.68491638795985
141.5,-29.16361204013376
141.0,-29.274080267558514
140.49999999999994,-29.384548494983267
140.0,-29.384548494983267
139.5,-29.347725752508342
139.0,-29.08996655518393
138.5,-29.016321070234103
137.50000000000006,-28.35351170568561
137.0,-28.09575250836119
136.5,-27.690702341137108
136.0,-27.39612040133778
135.49999999999994,-27.24882943143811
135.00000000000006,-26.954247491638785
134.5,-26.88060200668895
134.0,-26.770133779264203
133.5,-26.733311036789285
133.0,-26.733311036789285
132.50000000000006,-26.770133779264203
132.0,-26.84377926421403
131.5,-26.991070234113696
131.0,-27.101538461538443
130.5,-27.39612040133778
129.99999999999994,-27.764347826086944
129.0,-28.68491638795985
128.0,-29.679130434782596
127.49999999999994,-30.526053511705673
126.96428571428572,-31.49999999999999
126.4285714285714,-32.30769230769229
125.89285714285715,-33.23076923076921
125.35714285714285,-34.499999999999986
124.82142857142856,-35.423076923076906
124.50000000000006,-37.04367892976586
123.5,-39.658093645484925
122.6785714285714,-43.269230769230745
122.14285714285715,-45.69230769230768
121.60714285714285,-49.499999999999986
121.07142857142856,-50.19230769230768
120.53571428571428,-51.57692307692305
120.0,-47.30769230769229
119.50000000000006,-45.623377926421384
118.9285714285714,-42.46153846153844
118.5,-40.57866220735784
118.0,-39.51080267558525
117.5,-38.921638795986595
116.99999999999994,-38.36929765886285
116.5,-37.375083612040115
115.5,-36.270401337792634
115.0,-35.71806020066887
114.49999999999994,-35.53394648829429
114.0,-35.38665551839463
113.5,-35.27618729096987
113.0,-35.23936454849496
112.5,-35.27618729096987
111.99999999999994,-35.38665551839463
111.50000000000006,-35.423478260869544
111.0,-35.68123745819396
110.5,-35.79170568561871
109.49999999999994,-36.38086956521737
109.00000000000006,-36.970033444816025
108.5,-37.63284280936452
108.0,-38.33247491638794
107.5,-39.03210702341134
107.0,-40.32090301003342
106.07142857142856,-41.999999999999986
105.53571428571432,-44.07692307692305
105.0,-46.846153846153825
104.46428571428568,-49.38461538461537
103.92857142857144,-52.15384615384613
103.39285714285712,-53.99999999999997
102.85714285714288,-55.615384615384585
102.32142857142856,-58.49999999999997
101.78571428571432,-52.38461538461536
101.0,-48.56919732441469
100.5,-46.06525083612037
100.17857142857144,-45.346153846153825
99.5,-44.77645484949831
98.99999999999994,-44.1136454849498
98.50000000000006,-44.03999999999998
98.0,-44.00317725752505
97.5,-44.03999999999998
97.0,-44.2977591973244
96.49999999999994,-44.886923076923054
96.00000000000006,-45.40244147157187
95.5,-46.102073578595295
94.82142857142856,-47.769230769230745
94.0,-49.747525083612
93.75,-50.19230769230768
93.0,-52.472408026755815
92.6785714285714,-53.65384615384613
92.0,-55.71280936454846
91.60714285714285,-57.23076923076921
91.07142857142856,-59.30769230769228
87.85714285714283,-59.30769230769228
87.32142857142856,-55.96153846153844
86.78571428571428,-52.96153846153844
86.5,-50.22622073578593
85.71428571428572,-46.6153846153846
85.0,-44.70280936454847
84.64285714285711,-43.6153846153846
84.10714285714283,-42.692307692307665
83.5,-40.946889632107
83.0,-39.91585284280934
82.5,-39.346153846153825
82.0,-38.84799331103676
81.5,-38.73752508361201
81.0,-38.59023411371235
80.5,-38.59023411371235
80.0,-38.62705685618727
79.5,-38.884816053511685
79.0,-38.95846153846152
78.5,-39.54762541806018
78.0,-39.76856187290967
77.5,-39.8053846153846
77.0,-39.76856187290967
76.0,-38.22200668896319
75.53571428571428,-36.23076923076921
74.5,-33.655986622073556
74.0,-31.998963210702325
73.0,-30.19464882943142
72.5,-29.715953177257507
72.0,-29.237257525083596
71.78571428571428,-28.49999999999999
71.0,-27.690702341137108
70.0,-27.064715719063532
69.5,-26.954247491638785
69.0,-26.84377926421403
68.5,-26.84377926421403
68.0,-26.91742474916386
67.5,-27.027892976588618
66.42857142857144,-27.46153846153845
65.89285714285711,-28.269230769230756
65.5,-29.016321070234103
65.0,-29.384548494983267
64.0,-30.63652173913042
63.75,-31.96153846153845
63.21428571428572,-33.46153846153845
62.14285714285711,-34.499999999999986
61.60714285714283,-32.19230769230768
60.53571428571428,-29.88461538461537
60.0,-27.692307692307683
59.5,-26.43872909698995
58.92857142857139,-25.384615384615376
58.5,-24.70806020066888
58.0,-23.566555183946477
57.321428571428555,-22.846153846153836
57.0,-22.64598662207357
56.25,-22.03846153846153
55.5,-21.246722408026745
55.0,-20.915317725752494
54.5,-20.80484949832775
54.0,-20.731204013377916
53.5,-20.731204013377916
53.0,-20.768026755852834
51.96428571428572,-21.11538461538461
50.89285714285711,-22.03846153846153
50.5,-22.793277591973233
50.0,-23.971605351170552
49.0,-26.070501672240784
48.5,-27.469765886287608
47.14285714285717,-39.46153846153845
46.60714285714289,-42.80769230769229
46.071428571428555,-51.23076923076921
45.53571428571428,-40.26923076923076
45.0,-33.1153846153846
45.0,-29.307692307692296
43.928571428571445,-26.653846153846143
43.39285714285717,-25.384615384615376
42.85714285714283,-24.346153846153836
42.5,-23.271973244147144
42.0,-21.50448160535116
41.5,-20.80484949832775
41.0,-19.88428093645484
40.5,-19.36876254180601
40.0,-18.926889632107013
39.5,-17.969498327759183
38.5,-17.34351170568561
38.0,-17.12257525083611
37.5,-17.012107023411364
37.0,-17.012107023411364
36.5,-17.012107023411364
36.0,-17.012107023411364
35.5,-17.12257525083611
35.0,-17.19622073578594
34.5,-17.34351170568561
34.0,-17.63809364548494
33.5,-17.71173913043477
33.0,-17.969498327759183
32.5,-18.33772575250835
31.607142857142833,-19.03846153846153
31.071428571428555,-19.846153846153836
30.53571428571428,-20.76923076923076
29.464285714285666,-20.999999999999993
28.928571428571388,-20.76923076923076
28.39285714285711,-20.53846153846153
27.857142857142833,-19.961538461538453
27.321428571428555,-18.57692307692307
26.78571428571428,-17.653846153846146
26.25,-16.730769230769223
25.714285714285666,-15.923076923076916
25.178571428571388,-14.999999999999991
24.107142857142833,-13.499999999999991
23.571428571428555,-12.346153846153843
23.03571428571428,-11.538461538461531
22.5,-10.38461538461538
22.0,-9.242508361204008
21.5,-8.984749163879593
21.0,-8.101003344481601
20.5,-7.769598662207354
20.0,-7.401371237458189
19.5,-6.701739130434779
19.0,-6.443979933110365
18.0,-5.781170568561869
17.5,-5.44976588628762
17.0,-5.044715719063543
16.0,-4.492374581939796
15.0,-3.86638795986622
14.0,-3.056287625418058
13.0,-2.6144147157190627
12.5,-2.283010033444814
12.0,-2.0988963210702334
11.5,-1.8411371237458187
11.0,-1.7674916387959847
10.5,-1.6202006688963202
10.0,-1.4360869565217378
9.5,-1.21515050167224
9.0,-1.141505016722407
8.5,-1.0310367892976575
8.0,-0.9573913043478256
7.5,-0.8469230769230762
7.0,-0.7732775919732431
6.5,-0.6628093645484947
6.0,-0.5523411371237454
5.5,-0.4786956521739132
5.0,-0.368227424749163
4.5,-0.3314046822742469
4.0,-0.1841137123745815
3.5,-0.1472909698996654
3.0,-0.1104682274247483
2.5,-0.1104682274247483
2.0,-0.0736454849498331
1.5,-0.0736454849498331
1.0,-0.0368227424749161
0.5,-0.0368227424749161
0.0,-0.0736454849498331
-0.5,-0.0736454849498331
-1.0,-0.0736454849498331
-1.5,-0.1104682274247483
-1.9999999999999716,-0.1104682274247483
-2.5,-0.1472909698996654
-3.0,-0.1472909698996654
-3.5,-0.1841137123745815
-4.0,-0.2209364548494985
-4.500000000000028,-0.3314046822742469
-6.5,-0.6259866220735795
-7.000000000000028,-0.7364548494983278
-7.5,-0.8101003344481601
-8.0,-0.9205685618729094
-8.499999999999972,-0.9942140468227416
-9.0,-1.178327759197324
-9.5,-1.2519732441471565
-10.0,-1.4729096989966557
-10.5,-1.583377926421404
-11.000000000000028,-1.8411371237458187
-11.5,-1.951605351170567
-12.0,-2.319832775919732
-12.499999999999972,-2.4303010033444803
-13.500000000000028,-2.761705685618727
-14.0,-3.1299331103678902
-14.999999999999972,-3.608628762541805
-16.0,-4.160969899665547
-16.5,-4.860602006688961
-17.50000000000003,-5.37612040133779
-18.0,-5.670702341137121
-18.5,-6.038929765886284
-19.0,-6.628093645484945
-20.00000000000003,-7.475016722408023
-20.5,-7.843244147157186
-21.0,-8.321939799331098
-21.49999999999997,-8.763812709030097
-21.96428571428572,-9.346153846153843
-22.5,-10.269230769230766
-23.035714285714302,-10.84615384615384
-23.5,-11.451872909698992
-23.99999999999997,-12.446086956521732
-24.642857142857167,-13.269230769230765
-25.0,-13.918996655518388
-25.5,-14.729096989966546
-26.25,-15.8076923076923
-26.50000000000003,-16.71752508361203
-26.78571428571428,-17.3076923076923
-27.321428571428555,-18.807692307692303
-27.5,-19.626521739130425
-27.99999999999997,-20.436622073578583
-28.392857142857167,-21.11538461538461
-28.928571428571445,-21.8076923076923
-30.0,-22.16729096989965
-30.53571428571428,-21.461538461538453
-31.0,-20.768026755852834
-31.5,-20.105217391304336
-32.0,-19.626521739130425
-32.5,-18.77959866220735
-33.5,-18.116789297658855
-34.0,-17.895852842809354
-34.49999999999997,-17.601270903010025
-35.0,-17.23304347826086
-35.5,-17.085752508361196
-36.0,-16.901638795986614
-36.5,-16.8648160535117
-36.99999999999997,-16.8648160535117
-37.5,-16.8648160535117
-38.0,-16.938461538461524
-38.5,-17.012107023411364
-39.0,-17.306688963210693
-39.50000000000003,-17.527625418060193
-40.0,-17.74856187290969
-40.71428571428572,-18.346153846153836
-41.25000000000003,-19.03846153846153
-41.785714285714306,-19.499999999999993
-42.321428571428584,-20.884615384615373
-42.85714285714286,-22.03846153846153
-43.39285714285714,-24.115384615384603
-43.928571428571416,-27.115384615384603
-44.46428571428575,-29.53846153846152
-45.0,-31.59391304347824
-45.5,-34.392441471571885
-46.071428571428584,-38.076923076923066
-46.60714285714286,-47.769230769230745
-47.14285714285714,-36.46153846153845
-47.67857142857147,-31.615384615384603
-48.21428571428575,-28.269230769230756
-48.5,-27.61705685618728
-49.0,-25.812742474916373
-49.285714285714306,-24.692307692307683
-49.5,-24.229364548494967
-49.821428571428584,-23.423076923076913
-50.35714285714286,-22.61538461538461
-51.0,-22.01999999999999
-51.428571428571445,-21.692307692307686
-52.0,-21.357190635451495
-52.50000000000003,-21.06260869565217
-53.0,-20.952140468227412
-53.5,-20.80484949832775
-53.99999999999997,-20.768026755852834
-54.5,-20.80484949832775
-55.0,-20.915317725752494
-55.5,-21.13625418060199
-56.0,-21.39401337792641
-56.49999999999997,-21.762240802675574
-57.0,-21.98317725752507
-58.0,-22.903745819397983
-58.5,-23.787491638795977
-58.928571428571445,-24.46153846153845
-59.5,-25.22357859531771
-60.0,-26.307692307692296
-60.53571428571428,-27.807692307692296
-61.0,-31.15204013377925
-61.60714285714289,-31.730769230769216
-62.5,-32.146254180601986
-63.75,-31.03846153846152
-64.0,-30.231471571906344
-64.5,-29.752775919732425
-65.0,-28.795384615384595
-65.50000000000003,-27.80117056856186
-65.89285714285717,-27.346153846153836
-66.5,-26.88060200668895
-66.99999999999997,-26.58602006688962
-67.5,-26.217792642140456
-68.0,-26.10732441471571
-68.5,-26.033678929765873
-69.0,-26.033678929765873
-69.49999999999997,-26.180969899665534
-70.0,-26.254615384615366
-70.5,-26.696488294314367
-71.0,-27.101538461538443
-71.5,-27.469765886287608
-72.5,-28.39033444816052
-72.85714285714286,-29.076923076923062
-73.49999999999997,-29.752775919732425
-74.0,-30.783812709030084
-74.5,-31.70438127090299
-75.00000000000003,-32.423076923076906
-75.5,-32.99317725752506
-76.07142857142858,-33.923076923076906
-76.5,-34.650200668896304
-77.0,-35.865351170568545
-77.5,-36.41769230769229
-78.0,-36.71227424749162
-78.50000000000003,-36.78591973244144
-79.0,-36.74909698996653
-79.5,-36.74909698996653
-79.99999999999997,-36.638628762541785
-80.5,-36.4545150501672
-81.0,-36.41769230769229
-81.5,-36.4545150501672
-82.0,-36.49133779264211
-82.5,-36.71227424749162
-83.0,-37.080501672240786
-83.5,-37.59602006688961
-84.0,-38.36929765886285
-85.0,-39.8053846153846
-86.0,-41.53605351170566
-86.5,-44.77645484949831
-86.5,-42.346153846153825
-87.32142857142858,-48.46153846153844
-88.0,-52.50923076923074
-88.39285714285714,-55.615384615384585
-88.92857142857144,-59.07692307692305
-92.67857142857144,-59.07692307692305
-93.0,-57.07525083612036
-93.5,-55.74963210702337
-93.75000000000004,-53.769230769230745
-94.0,-52.214648829431425
-94.5,-51.47819397993308
-94.82142857142858,-48.923076923076906
-95.5,-47.169933110367865
-96.0,-45.10785953177255
-96.5,-44.37140468227422
-97.0,-43.74541806020065
-97.5,-42.82484949832774
-98.5,-41.941103678929736
-99.0,-41.75698996655515
-99.5,-41.68334448160533
