phi,intensity_dB
179.99999999999997,-23.654810370687812
178.9972144846797,-24.00032140561389
177.99442896935935,-24.461217055924585
176.99164345403906,-25.037497321619888
175.98885793871867,-25.72916220269981
174.98607242339838,-26.420827083779734
173.983286908078,-26.997107349475044
172.9805013927577,-27.573387615170347
171.97771587743736,-28.38043711163489
170.97493036211708,-28.956717377330193
169.97214484679668,-29.302228412256277
168.9693593314764,-29.647739447182342
167.50000000000009,-29.54017411160268
166.46239554317552,-29.06920934218985
165.50000000000009,-28.675966890252603
164.50000000000003,-28.047452547452544
163.50000000000009,-27.418938204652484
162.00000000000003,-26.554730983302413
161.50000000000009,-26.122627372627377
160.00000000000003,-25.297702297702298
159.00000000000009,-24.78703439417725
158.00000000000003,-24.2370843442272
157.00000000000009,-23.726416440702156
156.00000000000003,-23.33359497645212
155.50000000000003,-23.137184244327106
155.00000000000009,-22.86220921935208
154.50000000000003,-22.665798487227057
154.00000000000003,-22.430105608677035
152.4233983286908,-21.906363831154923
150.91922005571033,-21.55924576815942
149.50000000000003,-21.21235906950193
149.00000000000009,-21.133794776651925
148.50000000000009,-21.133794776651925
148.00000000000003,-21.133794776651925
147.50000000000003,-21.133794776651925
147.00000000000003,-21.13379477665192
146.50000000000009,-21.133794776651925
146.00000000000003,-21.173076923076923
145.50000000000003,-21.212359069501932
145.00000000000003,-21.290923362351936
144.00000000000003,-21.958719851577
143.00000000000003,-22.272977022977027
142.00000000000003,-22.78364492650207
141.50000000000003,-23.647852147852145
140.50000000000009,-24.35493078350221
140.00000000000003,-25.101291565577277
139.50000000000003,-25.57267732267732
139.00000000000003,-26.161909519052372
138.38440111420616,-26.974287550889223
138.00000000000009,-27.6153489367775
137.50000000000003,-28.597402597402592
137.00000000000003,-29.500891965177672
136.50000000000009,-30.36509918652775
136.00000000000009,-31.22930640787783
135.50000000000003,-31.89710289710289
135.00000000000003,-32.52561723990295
134.37325905292485,-33.317870152131995
133.37047353760445,-33.778765802442685
132.3676880222841,-32.393507606599535
131.86629526462403,-30.89318620098565
130.86350974930363,-28.815620312834803
130.00000000000009,-27.45822035107749
129.50000000000003,-26.633295276152417
129.00000000000003,-25.88693449407735
128.00000000000009,-25.101291565577277
